Id_Entidad,Entidad,E-Mail,Departamento,Ciudad
215152051,Arboleda - Berruecos,nhoraponce@gmail.com,DEPARTAMENTO DE NARIÑO,ARBOLEDA (BERRUECOS)
215154051,Arboledas,alcaldia@arboledas-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,ARBOLEDAS
215105051,Arboletes,secretariadehacienda@arboletes-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,ARBOLETES
215115051,Arcabuco,hacienda@arcabucoboyaca.gov.co,DEPARTAMENTO DE BOYACA,ARCABUCO
214213042,Arenal,contactenos@arenal-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,ARENAL
215019050,Argelia -  Cauca,alcaldia@argelia-cauca.gov.co,DEPARTAMENTO DE CAUCA,ARGELIA (CAUCA)
215505055,Argelia - Antioquia,hacienda@argelia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,ARGELIA (ANTIOQUIA)
215476054,Argelia - Valle del Cauca,tesoreria@argelia-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,ARGELIA (VALLE)
215847058,Ariguaní,contador@ariguani-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,ARIGUANI  (EL DIFICIL)
215213052,Arjona,alcaldia@arjona-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,ARJONA
210163001,Armenia,alcalde@armenia.gov.co,DEPARTAMENTO DE QUINDIO,ARMENIA
215905059,Armenia - Antioquia,alcaldia@armenia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,ARMENIA (ANTIOQUIA)
215573055,Armero - Guayabal,alcaldia@armeroguayabal-tolima.gov.co,DEPARTAMENTO DE TOLIMA,ARMERO (GUAYABAL)
216213062,Arroyohondo,kevinmanuel444@gmail.com,DEPARTAMENTO DE BOLIVAR,ARROYOHONDO
213220032,Astrea,alcaldia@astrea-cesar.gov,DEPARTAMENTO DE CESAR,ASTREA
216773067,Ataco,alcaldia@ataco-tolima.gov.co,DEPARTAMENTO DE TOLIMA,ATACO
215027050,Atrato,ye.pacha@hotmail.com,DEPARTAMENTO DE CHOCO,ATRATO
216823068,Ayapel,alcaldia@ayapel-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,AYAPEL
217327073,Bagadó,elimore2007@hotmail.com,DEPARTAMENTO DE CHOCO,BAGADO
217527075,Bahía Solano - Ciudad Mutis,alcaldiabahiasolano@bahiasolano-choco.gov.co,DEPARTAMENTO DE CHOCO,BAHIA SOLANO (CIUDAD MUTIS)
217727077,Bajo Baudó - Pizarro,alcaldiabajobaudo@yahoo.es,DEPARTAMENTO DE CHOCO,BAJO BAUDO (PIZARRO)
217519075,Balboa - Cauca,stesoreria@balboa-cauca.gov.co,DEPARTAMENTO DE CAUCA,BALBOA (CAUCA)
217566075,Balboa - Risaralda,hacienda@balboa-risaralda.gov.co,DEPARTAMENTO DE RISARALDA,BALBOA (RISARALDA)
217808078,Baranoa,contactenos@baranoa-atlantico.gov.co,DEPARTAMENTO DE ATLANTICO,BARANOA
217841078,Baraya,contactenos@baraya-huila.gov.co,DEPARTAMENTO DE HUILA,BARAYA
217952079,Barbacoas,alcaldia@barbacoas-narino.gov.co,DEPARTAMENTO DE NARIÑO,BARBACOAS
217905079,Barbosa - Antioquia,alcaldia@barbosa.gov.co,DEPARTAMENTO DE ANTIOQUIA,BARBOSA (ANTIOQUIA)
217768077,Barbosa - Santander,tesoreria@barbosa-santander.gov.co,DEPARTAMENTO DE SANTANDER,BARBOSA (SANTANDER)
217968079,Barichara,alcaldia@barichara-santander.gov.co,DEPARTAMENTO DE SANTANDER,BARICHARA
211050110,Barranca de Upía,alcaldia@barrancadeupia-meta.gov.co,DEPARTAMENTO DEL META,BARRANCA DE UPIA
218168081,Barrancabermeja,contactenos@barrancabermeja.gov.co,DEPARTAMENTO DE SANTANDER,BARRANCABERMEJA
217844078,Barrancas,alcaldia@barrancas-laguajira.gov.co,DEPARTAMENTO DE GUAJIRA,BARRANCAS
217413074,Barranco de Loba,controlinterno@barracodeloba-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,BARRANCO DE LOBA
923272927,Barrancominas,alcaldiabarrancominas@gmail.com,DEPARTAMENTO DE GUAINIA,BARRANCO MINAS
210108001,"Barranquilla, Distrito Especial, Industrial y Portuario",dtorres@barranquilla.gov.co,DEPARTAMENTO DE ATLANTICO,"BARRANQUILLA - DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO"
214520045,Becerril,alcaldia@becerril-cesar.gov.co,DEPARTAMENTO DE CESAR,BECERRIL
218817088,Belalcázar,alcaldia@belalcazar-caldas.gov.co,DEPARTAMENTO DE CALDAS,BELALCAZAR
218715087,Belén - Boyacá,alcaldia@belen-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BELEN (BOYACA)
218352083,Belén - Nariño,alcaldia@belen-narino.gov.co,DEPARTAMENTO DE NARIÑO,BELEN (NARIÑO)
219418094,Belén de los Andaquíes,alcaldia@belendelosandaquies-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,BELEN DE LOS ANDAQUIES
218866088,Belén de Umbría,alcaldia@belendeumbria-risaralda.gov.co,DEPARTAMENTO DE RISARALDA,BELEN DE UMBRIA
218805088,Bello,retencionbello@gmail.com,DEPARTAMENTO DE ANTIOQUIA,BELLO
218605086,Belmira,alcaldia@belmira-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,BELMIRA
218625086,Beltrán,tesoreria@beltran-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,BELTRAN
219015090,Berbeo,sechacienda@berbeo-boyaca.gov.cp,DEPARTAMENTO DE BOYACA,BERBEO
219105091,Betania,secretariadehacienda@betania-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,BETANIA
219215092,Betéitiva,alcaldia@beteitiva-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BETEITIVA
219305093,Betulia - Antioquia,alcaldia@betulia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,BETULIA (ANTIOQUIA)
219268092,Betulia - Santander,alcaldia@betulia-santander.gov.co,DEPARTAMENTO DE SANTANDER,BETULIA (SANTANDER)
219525095,Bituima,alcaldia@bituima-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,BITUIMA
219715097,Boavita,alcaldia@boavita-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BOAVITA
219954099,Bochalema,alcaldia@bochalema-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,BOCHALEMA
210111001,Bogotá D.C.,contabilidad@shd.gov.co,DISTRITO CAPITAL,BOGOTA - DISTRITO CAPITAL
219925099,Bojacá,alcaldia@bojaca-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,BOJACA
219927099,Bojayá (Bellavista),alcaldia@Bojaya-choco.gov.co,DEPARTAMENTO DE CHOCO,BOJAYA  (BELLAVISTA)
210019100,Bolívar - Cauca,alcaldia@bolivar-cauca.gov.co,DEPARTAMENTO DE CAUCA,BOLIVAR (CAUCA)
210168101,Bolívar - Santander,alcaldia@bolivar-santander.gov.co,DEPARTAMENTO DE SANTANDER,BOLIVAR (SANTANDER)
210076100,Bolívar - Valle del Cauca,alcaldia@bolivar-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,BOLIVAR (VALLE)
216020060,Bosconia,contactenos@bosconia-cesar.gov.co,DEPARTAMENTO DE CESAR,BOSCONIA
210415104,Boyacá,contactenos@boyaca-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BOYACA
210705107,Briceño - Antioquia,hacienda@briceno-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,BRICEÑO (ANTIOQUIA)
210615106,Briceño - Boyacá,alcaldia@briceno-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BRICEÑO (BOYACA)
210168001,Bucaramanga,contactenos@bucaramanga.gov.co,DEPARTAMENTO DE SANTANDER,BUCARAMANGA
210954109,Bucarasica,alcaldia@bucarasica-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,BUCARASICA
210976109,Buenaventura,alcaldebtura7@msn.com,DEPARTAMENTO DE VALLE DEL CAUCA,BUENAVENTURA
210915109,Buenavista - Boyacá,sechacienda@buenavista-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BUENAVISTA (BOYACA)
217923079,Buenavista - Córdoba,alcaldia@buenavista-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,BUENAVISTA (CORDOBA)
211163111,Buenavista - Quindío,hacienda@buenavista-quindio.gov.co,DEPARTAMENTO DE QUINDIO,BUENAVISTA (QUINDIO)
211070110,Buenavista - Sucre,despacho@buenavista-sucre.gov.co,DEPARTAMENTO DE SUCRE,BUENAVISTA (SUCRE)
211019110,Buenos Aires,buenosaires2008-2011@hotmail.com,DEPARTAMENTO DE CAUCA,BUENOS AIRES
211052110,Buesaco,tesoreria@buesaco-narino.gov.co,DEPARTAMENTO DE NARIÑO,BUESACO
211376113,Bugalagrande,ventanillaunica@bugalagrande-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,BUGALAGRANDE
211305113,Buriticá,alcaldia@buritica-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,BURITICA
211415114,Busbanzá,contactenos@busbanza-boyaca.gov.co,DEPARTAMENTO DE BOYACA,BUSBANZA
212025120,Cabrera - Cundinamarca,tesoreria@cabrera-cundimarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CABRERA (CUNDINAMARCA)
212168121,Cabrera - Santander,alcaldia@cabrera-santander.gov.co,DEPARTAMENTO DE SANTANDER,CABRERA (SANTANDER)
212450124,Cabuyaro,hacienda@cabuyaro-meta.gov.co,DEPARTAMENTO DEL META,CABUYARO
212005120,Cáceres,alcaldia@caceres-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CACERES
212325123,Cachipay,despacho.alcalde@cachipay-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CACHIPAY
212854128,Cáchira,alcaldia@cachira-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CACHIRA
212554125,Cácota,alcaldia@cacota-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CACOTA
212505125,Caicedo,contactenos@caicedo-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAICEDO
212276122,Caicedonia,contabilidadcai@caicedonia-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,CAICEDONIA
212470124,Caimito,financiero4@gmail.com,DEPARTAMENTO DE SUCRE,CAIMITO
212473124,Cajamarca,contactenos@cajamarca-tolima.gov.co,DEPARTAMENTO DE TOLIMA,CAJAMARCA
213019130,Cajibío,alcaldia@cajibio-cauca.gov.co,DEPARTAMENTO DE CAUCA,CAJIBIO
212625126,Cajicá,contabilidad@cajica.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CAJICA
214013140,Calamar - Bolívar,alcaldia@calamar-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,CALAMAR (BOLIVAR)
211595015,Calamar - Guaviare,hacienda@calamar-guaviare.gov.co,DEPARTAMENTO DE GUAVIARE,CALAMAR (GUAVIARE)
213063130,Calarcá,contabilidad@calarca-quindio.gov,DEPARTAMENTO DE QUINDIO,CALARCA
212905129,Caldas - Antioquia,secretaria.hacienda@caldasantioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CALDAS (ANTIOQUIA)
213115131,Caldas - Boyacá,alcaldia@caldas-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CALDAS (BOYACA)
213719137,Caldono,contactenos@caldono-cauca.gov.co,DEPARTAMENTO DE CAUCA,CALDONO
213268132,California,alcaldia@california-santander.gov.co,DEPARTAMENTO DE SANTANDER,CALIFORNIA
212676126,Calima del Darién,tesoreriacalima@hotmail.com,DEPARTAMENTO DE VALLE DEL CAUCA,CALIMA (DARIEN)
214219142,Caloto,alcaldia@caloto-cauca.gov.co,DEPARTAMENTO DE CAUCA,CALOTO
213405134,Campamento,alcaldia@campamento-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAMPAMENTO
213708137,Campo de la Cruz,alcaldia.campodelacruz@gmail.com,DEPARTAMENTO DE ATLANTICO,CAMPO DE LA CRUZ
213241132,Campoalegre,hacienda-tesoreria@campoalegre-huila.gov.co,DEPARTAMENTO DE HUILA,CAMPOALEGRE
213515135,Campohermoso,tesoreria@campohermoso-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CAMPOHERMOSO
219023090,Canalete,alcaldia@canalete-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,CANALETE
214108141,Candelaria - Atlántico,alcaldiacandelariaatlco@yahoo.es,DEPARTAMENTO DE ATLANTICO,CANDELARIA (ATLANTICO)
213076130,Candelaria - Valle del Cauca,hacienda@candelaria-valle.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,CANDELARIA (VALLE)
216013160,Cantagallo,contactenos@cantagallo-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,CANTAGALLO
213805138,Cañasgordas,gobierno@canasgordas-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAÑASGORDAS
214825148,Caparrapí,tesoreria@caparrapi-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CAPARRAPI
214768147,Capitanejo,alcaldia@capitanejo-santander.gov.co,DEPARTAMENTO DE SANTANDER,CAPITANEJO
215125151,Cáqueza,secretariahacienda@caqueza-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CAQUEZA
214205142,Caracolí,alcaldia@caracoli-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CARACOLI
214505145,Caramanta,alcaldia@caramanta-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CARAMANTA
215268152,Carcasí,nyaneth_21@hotmail.com,DEPARTAMENTO DE SANTANDER,CARCASI
214705147,Carepa,hacienda@carepa-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAREPA
214873148,Carmen de Apicalá,alcaldia@carmendeapicala-tolima.gov.co,DEPARTAMENTO DE TOLIMA,CARMEN DE APICALA
215425154,Carmen de Carupa,hacienda@carmendecarupa-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CARMEN DE CARUPA
215027150,Carmen del Darién,papolozano@hotmail.com,DEPARTAMENTO DE CHOCO,CARMEN DEL DARIEN
215005150,Carolina del Príncipe,contactenos@carolinadelprincipe-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAROLINA DEL PRINCIPE
210113001,"Cartagena de Indias, Distrito Turístico y Cultural",contabilidad@cartagena.gov.co,DEPARTAMENTO DE BOLIVAR,CARTAGENA DE INDIAS - DISTRITO TURISTICO Y CULTURAL
215018150,Cartagena del Chairá,hacienda@cartagenadelchaira-caqueta.gov.co,DEPARTAMENTO DE CAQUETA,CARTAGENA DEL CHAIRA
214776147,Cartago,despacho@cartago.gov.co,DEPARTAMENTO DE VALLE DEL CAUCA,CARTAGO
216197161,Carurú,contactenos@caruru-vaupes.gov.co,DEPARTAMENTO DE VAUPES,CARURU
215273152,Casabianca,alcaldia@casabianca-tolima.gov.co,DEPARTAMENTO DE TOLIMA,CASABIANCA
215050150,Castilla la Nueva,contactenos@castillalanueva-meta.gov.co,DEPARTAMENTO DEL META,CASTILLA LA NUEVA
215405154,Caucasia,alcaldia@caucasia-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CAUCASIA
216068160,Cepitá,alcaldia@cepita-santander.gov.co,DEPARTAMENTO DE SANTANDER,CEPITA
216223162,Cereté,sistemas@cerete-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,CERETE
216215162,Cerinza,alcaldia@cerinza-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CERINZA
216268162,Cerrito,tesoreria@cerrito-santander.gov.co,DEPARTAMENTO DE SANTANDER,CERRITO
216147161,Cerro de San Antonio,alcaldiadecerro@yahoo.com,DEPARTAMENTO DE MAGDALENA,CERRO DE SAN ANTONIO
216027160,Cértegui,contactenos@certegui-choco.gov.co,DEPARTAMENTO DE CHOCO,CERTEGUÍ
214052240,Chachagüí,alcaldia@chachagui-narino.gov.co,DEPARTAMENTO DE NARIÑO,CHACHAGUI
216825168,Chaguaní,chaguani@cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CHAGUANI
213070230,Chalán,alcaldia@chalan-sucre.gov.co,DEPARTAMENTO DE SUCRE,CHALAN
211585015,Chámeza,despacho@chameza-casanare.gov.co,DEPARTAMENTO DE CASANARE,CHAMEZA
216873168,Chaparral,despacho@chaparral-tolima.gov.co,DEPARTAMENTO DE TOLIMA,CHAPARRAL
216768167,Charalá,tesoreria@charala-santander.gov.co,DEPARTAMENTO DE SANTANDER,CHARALA
216968169,Charta,contadoracharta20@gmail.com,DEPARTAMENTO DE SANTANDER,CHARTA
217525175,Chía,amanda.sequera@chia.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CHIA
217205172,Chigorodó,alcaldia@chigorodo-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CHIGORODO
216823168,Chimá - Córdoba,alcaldia@chima-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,CHIMA (CORDOBA)
217668176,Chima - Santander,tesoreria@chima-santander.gov.co,DEPARTAMENTO DE SANTANDER,CHIMA (SANTANDER)
217520175,Chimichagua,despachoalcalde@chimichagua-cesar.gov.co,DEPARTAMENTO DE CESAR,CHIMICHAGUA
217254172,Chinácota,alcaldia@chinacota-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CHINACOTA
217215172,Chinavita,tesoreria@chinavita-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHINAVITA
217417174,Chinchiná,hacienda@chinchina-caldas.gov.co,DEPARTAMENTO DE CALDAS,CHINCHINA
218223182,Chinú,alcaldia@chinu-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,CHINU
217825178,Chipaque,tesoreria@chipaque-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CHIPAQUE
217968179,Chipatá,contactenos@chipata-santander.gov.co,DEPARTAMENTO DE SANTANDER,CHIPATA
217615176,Chiquinquirá,presupuestoycontabilidad@chiquinquira-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHIQUINQUIRA
213215232,Chíquiza (San Pedro de Iguaque),alcaldia@chiquiza-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHIQUIZA
217820178,Chiriguaná,contactenos@chiriguana-cesar.gov.co,DEPARTAMENTO DE CESAR,CHIRIGUANA
218015180,Chiscas,correspondencia@chiscas-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHISCAS
218315183,Chita,alcaldia@chita-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHITA
217454174,Chitagá,secretariageneral@chitaga-nortedesantander.gov.co,DEPARTAMENTO DE NORTE DE SANTANDER,CHITAGA
218515185,Chitaraque,alcaldia@chitaraque-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHITARAQUE
218715187,Chivatá,contactenos@chivata-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CHIVATA
217047170,Chivolo,alcaldia@chibolo-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,CHIVOLO
213615236,Chivor,chivormunicipio@yahoo.com,DEPARTAMENTO DE BOYACA,CHIVOR
218125181,Choachí,alcaldia@choachi-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CHOACHI
218325183,Chocontá,secretariadehacienda@choconta-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,CHOCONTA
218813188,Cicuco,secretariadehacienda@cicuco-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,CICUCO
218947189,Ciénaga,sechacienda@cienaga-magdalena.gov.co,DEPARTAMENTO DE MAGDALENA,CIENAGA
218923189,Ciénaga de Oro,alcaldia@cienagadeoro-cordoba.gov.co,DEPARTAMENTO DE CORDOBA,CIENAGA DE ORO
218915189,Ciénega - Boyacá,alcaldia@cienega-boyaca.gov.co,DEPARTAMENTO DE BOYACA,CIENEGA
219068190,Cimitarra,secretariahacienda@cimitarra-santander.gov.co,DEPARTAMENTO DE SANTANDER,CIMITARRA
219063190,Circasia,alcaldia@circasia-quindio.gov.co,DEPARTAMENTO DE QUINDIO,CIRCASIA
219005190,Cisneros,alcaldia@cisneros-antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CISNEROS
210105101,Ciudad Bolívar,ciudadbolivar@antioquia.gov.co,DEPARTAMENTO DE ANTIOQUIA,CIUDAD BOLIVAR
212213222,Clemencia,alcaldia@clemencia-bolivar.gov.co,DEPARTAMENTO DE BOLIVAR,CLEMENCIA
219705197,Cocorná,hacienda@cocorna-antioquia.gov.co ,DEPARTAMENTO DE ANTIOQUIA,COCORNA
210073200,Coello,contactenos@coello-tolima.gov.co,DEPARTAMENTO DE TOLIMA,COELLO
210025200,Cogua,alcaldia@cogua-cundinamarca.gov.co,DEPARTAMENTO DE CUNDINAMARCA,COGUA
